"","AP4_10_01","AP4_10_02","AP4_10_03","AP4_10_04","AP4_10_05","AP4_10_06","AP4_10_09","AP4_10_10","AP4_10_11","AP4_10_12","AP4_10_14","AP4_10_15","AP4_11_01","AP4_11_02","AP4_11_03","AP4_11_04","AP4_11_05","AP4_11_06","AP4_11_07","AP4_11_08","AP4_11_09","AP4_11_10"
"1112",1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2
"1114",1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"1115",1,1,1,2,2,1,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2
"1116",2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2
"1120",2,1,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2
"1124",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1128",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1129",2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1147",1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2
"1159",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1161",1,2,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2
"1162",2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"1165",1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"1167",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1168",1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,1
"1169",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1
"1170",2,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2
"1171",1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2
"1172",2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"1173",1,1,2,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,1,2,2
"1175",1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2
"1190",2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
"1194",1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
"1195",2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1197",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1199",1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2
"1212",1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
"1213",1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
"1221",1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2
"1222",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2
"1223",1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2
"1235",1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2
"1245",2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1253",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1254",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1256",1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
"1257",1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"1260",2,1,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2
"1262",2,1,2,2,2,1,2,1,2,1,2,2,1,1,1,2,2,2,1,2,2,2
"1263",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1264",1,1,2,1,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2
"1265",1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2
"1278",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1298",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1308",1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2
"1309",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1317",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1322",2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1326",2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"1330",1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"1335",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2
"1336",2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2
"1338",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1342",2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2
"1343",2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2
"1344",1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"1352",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2
"1354",1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"1357",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1371",2,1,2,2,2,1,2,1,2,1,2,2,1,1,1,2,2,2,2,1,2,2
"1384",2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2
"1392",1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2
"1404",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2
"1405",2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1407",1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2
"1414",1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2
"1424",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1427",1,1,2,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2
"1435",2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2
"1442",1,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2
"1469",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1471",1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"1477",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1490",2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2
"1492",2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"1496",2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2
"1498",2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"1500",1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2
"1506",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1509",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1515",2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2
"1518",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1524",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1530",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1533",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1542",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1548",1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2
"1552",2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2
"1553",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1559",2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"1565",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1590",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1594",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"1597",1,1,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2
"1605",1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"1622",2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"1649",1,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2
"1656",1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2
"1659",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1665",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"1669",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1670",2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"1674",2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1675",2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2
"1681",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1686",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1688",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1689",1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1695",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2
"1696",2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2
"1700",2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2
"1702",1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"1707",2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2
"1709",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2
"1711",2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2
"1726",1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2
"1750",2,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"1752",2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2
"1754",2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2
"1776",1,1,2,1,1,1,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2
"1785",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
"1789",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1790",2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1814",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"1824",2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2
"1826",2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1829",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1830",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1842",1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1843",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1849",2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"1850",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1855",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1857",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1858",1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"1859",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1878",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1879",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1881",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1894",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1897",2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1900",2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"1906",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1907",2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1908",1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2
"1912",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1914",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1920",1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2
"1924",1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2
"1927",2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"1928",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1930",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1932",2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2
"1933",2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1938",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1950",2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"1951",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1955",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"1975",1,1,2,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"1984",2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1986",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1987",2,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
"1990",1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"1992",2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1993",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1996",2,1,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2
"2000",2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2002",1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2
"2003",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2005",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2007",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2011",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2016",2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2
"2020",1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2023",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2025",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2026",2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2
"2028",2,1,2,1,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2
"2029",2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2
"2030",1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2
"2035",2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2
"2038",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2039",2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"2040",2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2041",2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2
"2042",2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2043",1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2
"2044",2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2046",1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2048",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"2049",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2050",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2051",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2052",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2053",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2054",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2056",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2057",1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
"2058",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"2060",2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
"2062",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2063",1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2
"2065",1,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"2066",2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"2068",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2071",2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2074",2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2100",2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2
"2103",1,1,2,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2
"2123",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2125",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
"2128",2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"2131",1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2
"2143",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
"2148",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
"2150",2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"2185",1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
"2195",2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2206",2,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2
"2209",2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2
"2211",2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2
"2220",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2229",1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2
"2231",2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2259",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2
"2277",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2312",1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2
"2314",1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"2320",1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2322",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2325",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2329",1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2
"2336",1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"2339",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2367",1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2
"2369",1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"2386",1,1,2,2,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2
"2389",1,1,1,1,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2
"2391",1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"2401",1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
"2405",1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"2415",1,1,1,2,2,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2
"2416",2,1,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2
"2421",1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,2,2,1,2
"2422",1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2
"2424",2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2
"2425",1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2
"2428",1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2
"2429",1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2
"2430",2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2
"2431",1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"2433",1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,1,2,2
"2435",1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2
"2443",1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2
"2461",1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2
"2462",2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1
"2464",2,1,2,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,2
"2467",2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2
"2473",1,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"2502",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
"2507",1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2
"2522",1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2
"2524",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2
"2532",2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2543",1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
"2557",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
"2563",1,1,2,2,2,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2
"2565",1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2
"2566",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
"2579",2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2580",1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
"2584",2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
"2588",1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
"2591",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2595",1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2
"2596",2,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2
"2597",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2602",1,1,1,2,2,1,2,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2
"2603",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
"2607",1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2
"2619",1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2
"2621",1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2
"2640",2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2643",1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2
"2660",2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"2663",2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"2664",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
